,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
118,0,0,0,0,41,1,0,2,1,1,1,1,1,1,2,0,3,20.65,835.15
2022,0,0,1,0,24,1,0,2,1,1,1,1,1,1,1,0,3,20.15,456.85
10206,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0,1,2,54.9,54.9
9872,0,1,1,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.85,20.85
2034,1,0,0,0,22,1,2,1,0,2,0,0,0,0,0,1,2,79.35,1730.35
2948,0,0,1,1,20,1,2,1,0,2,2,0,2,2,0,1,0,105.85,2239.65
8029,1,1,0,0,8,1,2,1,0,0,2,0,2,2,0,1,2,100.6,819.4
8947,1,0,0,0,55,1,2,1,0,0,0,0,2,2,0,1,2,96.8,5283.95
4089,0,0,0,0,20,1,0,1,2,0,2,0,2,0,0,1,0,89.4,1871.15
1219,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,1,2,75.9,143.35
8497,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,75.1,75.1
6206,0,1,0,0,6,1,2,1,0,2,0,0,2,2,0,1,2,98.25,560.6
5666,1,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,3,69.6,207.4
8412,1,0,0,1,49,1,2,1,0,0,0,0,0,0,0,0,1,75.2,3678.3
2510,0,0,0,0,64,1,2,1,2,2,2,2,2,2,2,1,0,115.1,7334.05
5257,1,0,1,1,37,1,0,0,2,0,2,2,0,0,1,1,3,58.75,2203.1
7307,0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0,2,76.35,76.35
4649,1,0,1,0,42,0,1,0,0,0,0,0,0,0,0,1,1,25.1,1097.15
8402,0,1,1,0,11,1,2,1,0,0,2,0,2,2,0,1,2,99.55,1131.2
3245,1,0,1,0,11,1,0,2,1,1,1,1,1,1,1,1,3,20.55,184.95
3111,0,1,0,0,44,1,0,1,0,2,2,0,0,2,1,0,1,89.15,3990.75
3703,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,3,50.75,50.75
177,0,1,0,0,7,1,0,1,2,0,0,0,0,0,0,0,0,76.45,503.6
1643,1,1,1,1,60,1,2,1,2,0,0,0,0,0,0,1,2,80.95,4859.1
9592,1,0,0,0,5,1,2,1,0,0,2,0,2,0,0,1,2,92.5,452.7
6771,0,0,0,0,11,1,0,0,0,2,0,0,0,0,0,0,2,51.1,531.15
9774,0,0,0,0,4,0,1,0,2,2,0,0,0,0,0,1,2,33.65,137.85
1374,0,0,0,0,70,0,1,0,2,2,2,2,0,0,2,1,0,44.6,3058.15
1720,0,1,0,0,17,1,2,1,0,0,0,0,2,2,0,1,2,94.2,1608.15
4505,0,1,1,1,72,1,2,0,2,2,2,2,2,2,2,0,1,92.45,6440.25
4773,1,0,0,0,53,1,0,2,1,1,1,1,1,1,2,0,1,19.5,1050.5
2264,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,70.9,70.9
87,0,0,1,1,48,1,0,2,1,1,1,1,1,1,2,0,0,20.65,1057.0
3282,1,0,1,1,19,1,2,1,0,0,0,2,2,2,1,1,2,100.95,1875.55
7417,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,25.05,25.05
8969,0,0,0,0,38,1,0,1,2,2,2,0,0,0,0,1,1,83.9,3233.6
403,0,0,1,0,68,1,0,0,2,0,0,2,0,0,1,0,0,55.9,3848.8
9205,0,0,1,0,48,0,1,0,0,2,2,0,0,0,1,0,3,34.7,1604.5
5261,1,0,0,1,40,1,0,0,2,2,0,0,0,0,0,1,3,55.25,2139.2
6734,1,0,0,0,68,1,2,1,2,2,2,0,2,0,1,0,0,101.35,7110.75
7332,1,0,0,1,1,0,1,0,0,2,0,0,0,0,0,1,3,31.35,31.35
7016,1,0,0,0,13,1,0,0,0,2,0,2,2,2,0,0,3,73.35,931.55
2456,0,0,0,0,70,1,0,2,1,1,1,1,1,1,1,0,0,19.7,1341.5
3166,0,0,0,0,21,1,0,2,1,1,1,1,1,1,2,1,1,20.85,435.25
2214,1,1,0,0,20,1,0,1,0,0,0,0,2,2,0,0,2,89.95,1648.45
1027,0,0,1,1,50,1,0,1,0,0,0,0,0,0,0,1,0,69.75,3557.7
10019,1,0,1,1,8,1,0,0,0,0,2,0,0,0,0,1,2,51.05,415.05
1421,1,1,1,0,71,1,2,1,2,2,2,2,0,0,1,1,2,92.0,6585.2
2436,0,1,0,0,2,1,0,1,0,0,0,0,2,0,0,0,3,81.5,162.55
7379,0,1,0,0,14,1,2,1,0,2,0,0,0,0,0,1,2,78.95,1101.85
6608,0,0,0,0,48,1,2,0,2,2,2,0,2,2,1,1,1,83.45,3887.85
9382,1,0,0,0,11,1,0,1,0,0,0,2,0,0,0,1,2,73.85,926.25
1278,1,0,0,0,1,1,0,0,0,0,0,0,2,2,0,1,3,62.8,62.8
4024,0,0,1,0,72,1,2,1,0,2,2,2,2,2,2,1,0,110.45,7982.5
2760,1,0,0,0,13,1,0,1,0,0,0,0,0,0,0,1,2,70.15,931.75
5269,0,0,1,1,56,1,2,1,2,0,2,2,2,2,0,1,3,109.6,5953.0
5440,1,0,1,1,67,1,0,1,0,2,2,2,2,2,2,0,0,103.15,6895.5
7080,1,0,0,0,3,1,0,0,0,0,2,0,0,0,0,1,2,49.15,169.05
1978,1,0,1,0,27,1,2,0,2,0,0,2,2,2,1,0,3,80.85,2204.35
1061,0,0,0,0,14,1,0,0,2,0,0,2,0,0,1,0,3,55.7,795.15
1425,0,0,0,0,23,1,2,2,1,1,1,1,1,1,1,0,1,24.8,615.35
4862,1,0,0,1,48,1,2,0,2,2,2,0,0,0,1,1,0,64.4,3035.35
7495,1,0,1,1,29,1,2,1,0,0,2,0,0,2,0,1,2,89.2,2698.35
7260,0,0,1,0,21,1,2,1,2,0,2,0,2,2,0,1,0,104.4,2200.25
1502,1,0,0,0,54,1,0,2,1,1,1,1,1,1,2,0,1,19.65,1008.7
8501,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,1,3,24.45,47.5
8848,1,0,0,0,3,1,2,1,0,0,0,0,0,0,0,0,3,75.0,209.1
3126,0,1,1,0,72,1,2,0,2,2,2,2,0,2,2,0,0,78.45,5682.25
7550,1,1,0,0,17,1,0,0,0,0,0,0,0,0,0,1,2,45.05,770.6
7917,0,1,0,0,2,1,0,1,0,0,0,0,0,2,0,1,0,79.75,159.4
8770,0,0,0,1,1,1,0,0,2,2,0,2,0,0,0,1,2,60.0,60.0
678,1,0,1,0,45,1,2,1,0,2,0,0,0,0,0,0,0,81.4,3775.85
9101,0,1,1,0,32,1,2,1,0,0,0,0,2,0,0,1,1,85.95,2628.6
3798,1,0,0,0,10,1,2,1,0,2,0,0,0,0,0,0,2,79.85,797.25
6310,1,1,1,0,54,0,1,0,0,0,0,0,0,0,0,1,0,24.95,1364.75
8108,1,1,1,0,11,1,0,2,1,1,1,1,1,1,0,0,3,19.95,214.75
9591,0,0,0,0,23,1,2,1,0,2,0,0,0,0,0,1,2,79.15,1676.95
7325,1,0,0,0,2,1,2,1,0,2,0,0,0,0,0,1,2,82.0,184.65
102,1,0,0,0,38,1,2,1,0,0,2,2,2,0,1,0,0,95.0,3605.6
957,1,1,1,0,7,0,1,0,2,0,0,0,0,0,0,0,0,29.8,220.45
7023,0,0,0,0,67,1,2,1,2,2,2,0,2,0,0,1,1,102.95,6886.25
4215,1,0,0,0,45,1,0,1,2,2,2,2,2,2,1,0,1,112.2,5031.85
6101,0,0,1,0,19,1,0,0,0,2,0,0,0,2,0,1,3,59.8,1130.85
8065,0,0,0,0,7,1,2,1,0,0,0,0,0,0,0,0,3,75.45,480.75
7488,1,0,0,0,25,1,0,1,0,0,0,0,0,0,0,0,3,70.95,1767.35
2688,1,0,0,0,72,1,0,2,1,1,1,1,1,1,2,0,0,19.3,1414.8
8612,1,1,1,0,10,1,2,1,0,0,0,0,0,2,0,1,2,86.65,856.65
8377,1,1,1,1,8,1,0,1,0,0,0,0,2,0,0,1,1,80.45,583.45
7732,1,1,0,0,3,0,1,0,0,0,2,0,0,2,0,1,2,41.15,132.2
6311,0,0,1,1,30,1,0,0,0,0,2,2,2,0,1,1,2,64.5,1985.15
5407,0,0,1,1,57,1,0,1,0,2,0,0,2,2,1,1,2,95.0,5535.8
8328,1,0,1,0,4,1,0,0,0,0,0,2,0,0,0,0,3,50.05,179.35
6935,0,0,0,1,48,0,1,0,0,2,2,0,0,2,0,0,1,45.55,2108.35
418,0,0,1,1,22,1,0,1,0,2,0,0,0,2,0,0,2,83.3,1845.9
5193,1,0,0,0,9,1,0,2,1,1,1,1,1,1,1,1,2,19.9,164.6
4428,0,0,0,1,19,1,0,0,2,2,2,0,0,0,0,1,2,60.6,1297.8
7170,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,2,69.65,145.15
1947,0,0,1,1,20,1,2,1,0,0,2,2,0,2,0,1,0,95.5,1916.2
2318,0,0,0,0,29,1,2,1,0,0,2,0,2,2,0,1,1,98.6,2933.2
2299,1,0,1,0,67,1,0,1,2,2,0,0,2,2,1,1,1,100.9,6733.15
6324,0,1,0,0,60,1,2,1,0,0,2,2,2,2,1,1,2,106.0,6441.4
4696,1,0,0,0,1,1,2,0,2,2,0,0,0,0,0,0,2,61.15,61.15
208,0,0,0,0,19,1,0,1,2,0,2,2,2,2,0,1,2,106.6,1934.45
3375,0,0,0,0,41,1,0,0,2,0,2,2,2,2,1,1,0,79.85,3320.75
8547,0,0,0,0,10,1,2,1,0,0,2,0,2,2,0,1,2,100.6,1060.2
4598,0,0,1,1,11,1,2,2,1,1,1,1,1,1,2,0,3,25.0,300.7
528,0,1,0,0,56,1,2,1,0,2,2,2,2,0,2,1,0,99.9,5706.3
1233,1,0,0,0,13,1,0,2,1,1,1,1,1,1,1,0,3,19.45,270.2
779,0,0,1,1,5,1,0,0,0,0,0,0,0,0,0,0,3,44.8,220.45
722,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,2,45.35,141.5
3334,0,1,0,0,5,1,2,1,0,0,0,0,2,0,0,1,1,83.15,446.05
9553,1,1,0,0,18,1,2,1,0,0,0,0,2,2,0,1,2,95.45,1752.55
1860,1,1,0,0,48,1,2,1,0,2,0,0,2,2,1,1,2,99.0,4744.35
8708,1,1,0,0,9,1,2,1,0,0,0,0,0,2,0,1,1,84.4,732.5
7930,0,0,1,0,3,1,2,1,0,0,0,0,0,0,0,1,1,75.15,216.75
9259,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,3,45.85,45.85
8218,1,1,1,0,32,1,2,1,0,0,0,0,0,2,0,1,2,85.0,2642.05
1992,0,0,1,1,67,1,2,1,0,0,2,2,2,2,2,1,0,105.65,6717.9
2332,0,1,0,0,56,1,2,1,0,2,2,0,2,2,1,1,0,104.75,5510.65
7255,1,1,1,0,29,1,2,1,0,0,2,0,2,2,0,1,2,98.5,3004.15
7757,0,0,1,1,3,1,2,1,0,0,0,0,0,2,0,1,0,84.75,264.85
5695,0,0,1,0,19,1,2,1,0,0,0,0,2,0,0,1,2,86.85,1564.4
7308,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,45.3,45.3
3210,1,0,1,0,41,1,2,1,0,2,0,0,0,0,0,1,2,80.25,3439.0
2471,1,0,1,0,69,1,0,0,2,2,2,2,2,2,2,1,3,84.7,5878.9
5411,1,0,1,0,70,1,2,1,2,2,2,2,2,2,2,0,1,114.3,8244.3
7444,0,0,1,1,5,1,0,1,0,2,0,0,0,2,0,1,2,83.6,404.2
10059,1,0,0,0,13,1,0,1,0,0,0,0,2,2,0,1,2,91.1,1135.7
6073,0,0,1,0,59,1,2,1,0,2,0,0,2,2,0,0,2,101.1,6039.9
1396,0,1,0,0,4,1,0,1,0,2,2,0,2,2,0,1,1,99.8,442.85
1489,0,0,1,1,8,1,0,2,1,1,1,1,1,1,1,1,3,19.75,145.0
8054,1,0,0,0,18,1,2,1,0,2,0,0,0,0,0,1,2,80.65,1451.9
2884,1,0,1,1,58,0,1,0,2,2,2,0,2,0,1,0,3,50.0,2919.85
3739,1,0,0,0,7,1,0,1,0,2,0,0,2,2,0,1,2,94.25,669.0
1042,0,0,1,1,43,1,2,1,0,0,2,0,2,2,0,1,0,99.3,4209.95
4098,0,0,1,1,67,1,2,1,2,0,0,2,2,2,2,0,1,106.7,7009.5
4768,0,0,1,0,5,1,0,1,0,0,0,0,0,0,0,1,2,68.95,351.5
9231,0,1,0,0,2,1,2,1,0,2,0,0,0,2,0,0,2,89.5,161.5
257,1,0,0,0,50,1,2,1,2,2,2,2,2,2,1,0,1,114.35,5791.1
7598,0,1,1,0,43,0,1,0,0,2,2,0,2,2,0,0,1,55.55,2342.2
7807,1,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,3,29.7,29.7
8897,1,1,0,0,9,1,2,0,2,0,0,0,0,0,0,0,2,54.55,494.05
8272,1,0,1,1,65,1,0,0,2,0,0,2,2,2,2,1,0,74.8,4820.15
2835,0,0,1,1,23,1,0,1,2,2,0,2,0,0,0,0,3,84.4,1936.85
5354,1,0,1,1,70,1,2,2,1,1,1,1,1,1,2,0,3,25.35,1715.15
2089,0,0,0,0,18,1,0,2,1,1,1,1,1,1,0,0,3,19.65,391.7
702,0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,1,3,20.55,33.6
503,1,0,0,1,69,1,2,0,2,2,2,2,2,0,2,1,1,79.45,5502.55
3891,0,0,0,0,48,1,2,2,1,1,1,1,1,1,1,0,1,25.05,1171.5
9102,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,75.1,75.1
1345,0,0,1,0,67,1,2,0,2,2,2,0,0,0,2,0,3,65.65,4322.85
6039,1,1,1,0,29,1,2,1,0,0,0,0,2,2,0,1,2,94.45,2653.65
5421,1,0,0,0,10,1,2,0,0,0,0,0,2,2,0,1,1,72.15,794.25
2248,1,1,1,0,72,1,0,0,2,2,2,2,2,0,2,0,0,74.4,5360.75
5349,1,0,0,0,18,1,0,2,1,1,1,1,1,1,0,0,3,19.25,331.35
4708,0,0,1,0,66,1,2,0,2,2,2,0,0,0,2,0,0,66.9,4370.25
372,1,0,0,1,24,0,1,0,2,0,0,2,0,0,2,0,3,35.75,830.8
8724,1,0,0,0,25,1,0,1,0,0,0,0,0,0,0,0,3,70.95,1767.35
4622,1,0,0,0,22,1,2,0,2,2,2,0,0,0,0,0,3,65.05,1427.55
2006,1,0,1,1,53,1,2,0,2,0,2,2,2,2,0,0,2,85.7,4616.1
4147,1,0,0,0,6,1,2,1,0,0,0,0,0,0,0,1,2,74.9,469.8
4347,1,0,0,0,59,1,0,2,1,1,1,1,1,1,2,1,0,20.2,1192.3
7839,1,0,0,0,5,1,2,0,0,0,0,0,0,0,0,0,2,47.15,223.15
10214,0,0,0,0,3,0,1,0,0,2,0,0,2,2,0,1,2,50.6,155.35
7913,0,0,0,0,45,1,2,1,0,2,0,0,2,0,0,1,1,89.3,4016.85
8276,0,0,0,0,53,1,2,1,2,0,2,0,2,2,1,1,1,106.95,5785.5
2102,1,0,1,0,33,1,2,1,0,2,2,0,0,2,0,1,2,93.35,3092.0
997,0,0,0,0,7,1,0,1,0,0,2,0,2,2,0,1,2,95.35,660.9
8454,1,0,0,0,18,1,2,1,0,2,0,0,0,0,0,1,2,80.65,1451.9
9853,0,0,0,1,3,1,0,0,2,0,0,2,0,0,0,1,3,55.1,154.65
1176,1,0,0,0,39,1,0,0,0,0,0,2,0,0,2,1,0,49.8,1971.15
551,1,0,1,1,55,1,0,2,1,1,1,1,1,1,2,0,0,19.35,1153.25
744,0,1,1,0,72,1,2,1,0,2,2,2,2,2,2,1,1,110.8,7882.25
5972,0,0,1,1,38,1,0,2,1,1,1,1,1,1,2,1,3,20.2,746.05
3562,0,0,0,0,21,1,0,1,0,2,0,2,2,2,0,1,0,99.15,1956.4
7442,1,1,1,0,18,1,0,1,0,0,0,0,0,2,0,0,2,78.55,1422.65
4170,1,0,0,1,21,1,0,0,0,0,0,0,0,0,0,0,3,45.65,985.05
4775,0,1,1,1,71,1,2,0,2,2,0,0,2,0,1,0,2,69.2,4982.5
5851,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,70.0,153.05
7344,1,0,1,1,65,1,2,1,2,0,2,2,2,2,2,0,0,108.65,6937.95
8160,0,1,0,0,7,1,0,1,2,0,0,0,0,0,0,0,0,76.45,503.6
8086,1,1,1,0,32,1,2,1,0,0,0,0,0,2,0,1,2,85.0,2642.05
4633,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,24.4,24.4
3457,1,0,0,0,37,1,2,1,2,0,0,0,2,0,0,1,2,91.15,3369.25
8528,0,0,1,1,26,1,2,0,0,2,0,2,0,0,0,1,2,60.05,1616.15
5849,0,0,0,0,61,1,0,2,1,1,1,1,1,1,1,0,0,19.45,1336.35
9714,1,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,78.95,78.95
3428,0,0,0,0,11,1,0,0,2,0,0,2,0,0,1,1,3,54.6,617.85
693,0,1,0,0,22,1,0,2,1,1,1,1,1,1,1,1,3,20.05,417.0
2533,1,0,1,1,34,0,1,0,0,0,0,2,2,0,2,1,2,40.55,1325.85
6182,0,1,0,0,42,1,2,0,0,0,2,0,0,0,0,0,2,55.65,2421.75
982,0,1,1,0,33,1,2,1,0,2,0,0,0,0,0,1,0,80.6,2656.5
7682,0,0,0,0,18,1,2,1,0,0,0,0,2,0,0,1,2,85.2,1553.9
79,0,0,1,1,45,1,2,2,1,1,1,1,1,1,1,1,1,25.9,1216.6
7334,0,0,0,0,5,1,2,1,0,0,0,0,2,0,0,1,2,85.2,474.8
8600,0,0,0,0,5,1,0,1,0,2,0,0,2,2,0,1,2,96.25,512.45
6962,0,1,1,0,53,1,0,1,0,2,2,2,2,0,1,1,2,94.0,4871.45
10267,1,0,0,0,5,1,0,1,0,0,0,0,2,0,0,1,2,80.6,415.55
8151,1,1,1,0,30,1,0,0,0,2,0,0,0,0,0,1,0,50.4,1527.5
3944,1,0,1,0,70,1,2,0,2,2,2,2,2,0,2,0,3,79.15,5536.5
7580,0,0,1,0,58,1,2,1,0,0,2,2,2,2,0,1,1,102.1,5885.4
261,1,1,0,0,13,1,2,1,0,2,2,0,2,2,0,1,2,106.9,1364.3
2142,1,0,0,0,18,1,0,2,1,1,1,1,1,1,0,0,2,19.0,348.8
6772,0,0,0,1,21,0,1,0,2,2,2,2,2,0,2,0,3,53.15,1183.2
2268,1,0,1,0,30,1,0,2,1,1,1,1,1,1,1,0,1,19.8,576.65
445,0,0,0,0,60,1,2,1,0,2,2,0,2,2,0,1,2,105.9,6396.45
6994,1,0,1,0,23,1,0,2,1,1,1,1,1,1,1,0,1,19.3,486.2
4789,1,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,1,114.05,8289.2
7915,0,0,0,0,15,1,0,2,1,1,1,1,1,1,0,0,0,19.4,289.3
9036,0,0,0,0,8,1,2,1,0,0,0,0,2,2,0,0,0,95.65,778.1
7826,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.25,20.25
1701,1,0,0,0,69,1,2,1,0,2,2,2,2,0,2,1,1,97.65,6743.55
3130,0,1,0,0,38,1,2,1,0,0,0,2,2,2,0,1,2,99.55,3734.25
2526,0,0,1,0,71,1,2,2,1,1,1,1,1,1,2,1,1,24.45,1681.6
3169,1,0,1,0,58,0,1,0,0,0,0,0,2,2,1,1,1,45.0,2689.35
68,0,0,1,1,50,1,0,2,1,1,1,1,1,1,2,0,0,20.15,930.9
1168,0,1,1,1,32,1,2,1,0,2,0,0,2,2,0,1,2,100.4,3217.65
48,1,0,0,0,52,1,2,0,2,0,0,2,2,2,2,1,1,79.75,4217.8
1053,0,0,0,0,5,1,0,1,0,0,0,0,0,2,0,1,2,80.0,412.5
84,0,0,1,0,49,1,0,2,1,1,1,1,1,1,2,1,0,20.15,973.35
880,0,0,0,0,6,1,0,1,0,0,2,0,0,2,0,0,2,83.9,497.55
2651,0,0,0,0,39,1,0,0,0,0,0,2,0,2,1,0,2,59.3,2209.15
7530,1,0,0,0,7,1,2,1,0,0,0,0,2,2,0,1,2,93.85,635.6
2439,0,1,0,0,31,1,2,1,0,2,0,0,2,2,0,1,2,99.95,3186.65
5833,0,0,0,0,13,1,2,0,2,0,2,0,2,2,0,1,2,78.75,995.35
8480,0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,1,3,74.6,74.6
1467,1,0,1,1,13,1,2,1,0,0,0,0,0,0,0,1,1,74.4,896.75
7007,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,3,70.65,70.65
4868,1,0,0,0,10,1,0,1,2,2,2,0,2,2,0,1,2,104.4,1081.45
2441,0,0,0,0,18,1,2,1,0,2,0,0,2,0,0,1,1,90.0,1527.35
5013,0,0,1,1,23,1,2,1,2,0,0,0,0,0,1,0,1,81.85,1810.85
230,1,0,0,0,54,1,2,1,2,2,0,2,2,2,2,1,1,108.0,5760.65
1320,0,0,1,1,4,1,0,2,1,1,1,1,1,1,0,0,3,20.35,76.35
41,0,0,1,1,70,1,2,0,2,2,0,0,2,0,2,1,1,69.2,4872.35
3039,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,45.4,45.4
777,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,45.35,89.5
9242,0,1,0,0,5,0,1,0,0,0,0,0,2,2,0,0,2,45.7,198.0
2372,1,0,0,1,47,1,0,0,2,2,0,0,0,0,0,1,2,55.3,2654.05
1729,1,0,0,0,9,0,1,0,0,0,0,0,2,2,0,1,2,45.4,418.8
4011,0,0,1,1,7,1,0,0,2,2,2,0,2,0,1,0,2,69.45,477.05
579,0,0,1,1,12,1,0,2,1,1,1,1,1,1,0,0,3,19.0,233.55
4254,1,0,0,0,57,1,0,0,0,2,0,2,0,0,1,1,3,54.65,3134.7
6261,0,0,1,1,29,1,0,2,1,1,1,1,1,1,2,0,3,20.2,558.8
3078,1,0,1,1,60,1,2,2,1,1,1,1,1,1,1,0,1,23.95,1506.4
8293,0,1,0,0,16,1,2,1,0,0,0,0,2,2,0,1,2,96.4,1581.2
3518,0,1,0,0,11,1,2,1,0,0,0,0,0,2,0,1,1,84.8,906.85
2867,0,0,1,1,42,1,2,2,1,1,1,1,1,1,2,0,2,22.95,1014.25
1491,1,0,0,0,3,1,0,2,1,1,1,1,1,1,0,1,2,20.25,61.45
8119,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,46.0,46.0
6018,1,0,1,1,35,1,2,2,1,1,1,1,1,1,2,0,0,25.45,809.25
61,1,0,0,0,60,1,2,1,0,2,0,0,2,0,0,1,0,89.9,5450.7
4716,0,0,1,1,50,1,2,0,2,2,2,2,0,2,1,1,0,80.05,4042.2
4281,1,0,0,1,3,1,2,1,0,0,2,0,0,2,0,0,2,91.85,257.05
7163,1,0,0,1,10,1,2,1,0,0,0,0,2,2,0,0,2,95.2,930.4
402,1,0,1,1,69,1,2,1,0,0,2,0,2,2,0,1,1,99.45,7007.6
332,1,0,0,0,46,1,2,1,0,2,2,0,2,0,1,1,1,94.9,4422.95
2084,0,0,0,0,50,0,1,0,0,2,2,2,0,0,2,0,1,39.7,1932.75
3057,1,1,1,0,24,0,1,0,0,0,2,2,0,0,0,0,3,34.25,828.2
9780,0,0,1,0,5,1,0,1,0,0,0,0,0,0,0,0,2,69.95,330.15
9386,1,0,1,0,29,1,2,1,0,2,0,0,0,0,0,1,0,80.15,2265.25
164,0,0,1,1,11,1,0,2,1,1,1,1,1,1,1,0,3,20.6,233.9
9396,0,1,0,0,16,1,2,1,0,0,0,0,2,0,0,1,2,84.75,1350.15
2715,1,0,0,0,15,1,2,0,0,0,0,0,0,0,0,0,2,51.55,765.5
9214,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,45.1,45.1
5573,0,0,0,0,48,1,2,2,1,1,1,1,1,1,2,0,1,24.0,1183.05
8938,0,0,1,1,12,1,0,2,1,1,1,1,1,1,0,0,3,19.0,233.55
2755,1,0,0,0,26,1,0,2,1,1,1,1,1,1,1,1,1,20.65,595.5
5848,0,0,1,1,17,1,2,1,0,0,2,0,2,0,0,0,2,88.25,1460.65
7551,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,3,50.1,50.1
1334,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.15,20.15
7728,1,0,1,0,66,1,2,1,2,0,2,0,2,2,2,1,1,106.05,6981.35
2864,0,0,0,0,6,1,0,1,0,0,0,0,2,2,0,1,2,91.1,455.3
1659,0,0,0,0,46,1,2,1,0,0,0,0,2,2,0,0,0,96.05,4399.5
8758,1,1,0,0,66,1,2,1,0,2,2,2,2,2,1,0,1,110.9,7432.05
753,1,1,0,0,20,1,2,1,0,0,2,0,2,2,0,1,2,98.55,1842.8
3064,0,0,0,0,10,1,0,2,1,1,1,1,1,1,0,1,3,20.55,187.35
7063,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,2,25.3,25.3
7499,1,0,0,0,4,1,0,1,0,0,2,0,0,0,0,1,2,73.9,280.85
706,1,1,0,0,27,1,2,1,0,2,0,2,2,2,1,1,0,104.65,2964.0
2973,1,0,0,0,24,1,0,1,0,2,2,2,0,0,0,1,2,85.95,2107.15
9944,1,0,0,1,28,1,0,1,2,0,0,0,0,0,0,1,0,74.9,2068.55
4702,0,0,1,1,6,0,1,0,0,2,2,2,0,0,2,0,3,40.55,217.5
8836,1,0,0,0,23,1,2,1,0,0,2,0,0,0,0,1,2,81.0,1917.1
8871,1,1,1,0,69,1,2,1,0,2,0,0,2,0,0,1,2,89.95,6143.15
10196,1,0,0,0,3,1,0,2,1,1,1,1,1,1,0,0,3,19.85,64.55
9895,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,1,74.9,147.15
3151,0,0,0,0,25,1,0,2,1,1,1,1,1,1,0,0,3,19.05,461.3
6759,0,0,1,1,4,1,0,1,0,0,0,0,2,0,0,1,3,78.9,299.75
9867,1,0,0,0,4,1,2,1,0,2,0,0,0,0,0,0,2,78.45,330.05
9277,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,45.7,45.7
1834,0,0,0,0,4,1,2,2,1,1,1,1,1,1,2,1,1,25.3,116.95
3459,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,2,45.9,199.75
5822,0,0,0,0,9,1,0,1,0,0,0,0,2,2,0,1,0,90.8,809.75
4269,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,1,3,49.6,114.7
4823,0,0,0,0,18,0,1,0,2,2,0,2,0,0,1,1,3,40.2,711.95
5458,0,0,0,0,53,1,2,1,2,2,2,0,2,0,1,0,3,98.6,5311.85
7441,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1,2,50.8,50.8
7762,1,0,0,1,1,1,0,1,0,2,0,0,0,0,0,1,2,75.35,75.35
3550,1,0,1,1,6,1,0,2,1,1,1,1,1,1,1,0,3,19.45,113.5
6965,0,0,1,0,62,1,0,0,2,2,2,0,2,0,2,1,1,72.0,4284.2
2262,0,0,1,0,72,1,2,1,2,2,2,2,2,2,2,1,1,113.65,8124.2
2246,1,0,0,0,11,1,0,0,0,0,2,0,2,2,0,1,2,69.35,712.25
835,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,44.4,44.4
8664,1,0,1,1,4,1,2,1,0,2,2,0,0,0,0,1,0,84.8,371.9
4077,0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,0,2,78.05,78.05
